Peringkat_Sekolah,PPD,Kod_Sekolah,Nama_Sekolah,Alamat,Poskod,Bandar,Negeri,Telefon,Fax
Menengah,PPD BALING/SIK,KEA0072,SMK Bongor,"Batu 48, Jalan Weng",9100,Baling,KEDAH,44701177,44701173
Menengah,PPD KULIM/BANDAR BARU,KEA1001,SMK SELAMA,SERDANG,9810,SERDANG,KEDAH,58394700,58394700
Menengah,PPD KULIM/BANDAR BARU,KEA1002,SMK LUBUK BUNTAR,PEKAN LUBOK BUNTAR,9800,SERDANG,KEDAH,44077895,44078162
Menengah,PPD KULIM/BANDAR BARU,KEA1003,SMK Serdang Baru,Batu 18,9800,SERDANG,KEDAH,44076022,44076021
Menengah,PPD KOTA SETAR,KEA2090,SMK SULTANAH BAHIYAH,LEBUHRAYA SULTANAH BAHIYAH,5350,ALOR SETAR,KEDAH,47331531,47308416
Menengah,PPD KOTA SETAR,KEA2091,SMK DATO' SYED OMAR,LEBUHRAYA SULTANAH BAHIYAH,5350,ALOR STAR,KEDAH,47321607,47309690
Menengah,PPD KOTA SETAR,KEA2093,SMK KEPALA BATAS,"KM10, JALAN HUTAN KAMPUNG,",6200,ALOR SETAR,KEDAH,47144041,47141086
Menengah,PPD KOTA SETAR,KEA2094,SMK SEBERANG PERAK,"JALAN TERATAI PUTIH, TAMAN BERJAYA",5050,ALOR SETAR,KEDAH,47771709,47711704
Menengah,PPD KOTA SETAR,KEA2095,SMK LANGGAR,JALAN TANJUNG INGGERIS,6500,LANGGAR,KEDAH,47876390,47876391
Menengah,PPD KOTA SETAR,KEA2096,SMK DATO'WAN MOHD SAMAN,"KM. 7, JALAN SUNGAI PETANI",5400,ALOR SETAR,KEDAH,47643770,47642721
Menengah,PPD KOTA SETAR,KEA2097,SMK KEAT HWA 2,"TAMAN SERI ABADI, JALAN KUALA KEDAH.",6600,ALOR SETAR,KEDAH,47722661,47723632
Menengah,PPD KOTA SETAR,KEA2161,SMK TAJAR,JALAN DATUK KUMBAR,6500,LANGGAR,KEDAH,47329011,47329041
Menengah,PPD KOTA SETAR,KEA2179,SMK SYED MOHAMED AL-BUKHARY (INTEG),"KOMPLEKS PENDIDIKAN, JALAN STADIUM,",5100,ALOR SETAR,KEDAH,47308841,47300924
Menengah,PPD KOTA SETAR,KEA2180,SMK MERGONG,LEBUHRAYA SULTANAH BAHIYAH,5350,ALOR SETAR,KEDAH,47315394,47301870
Menengah,PPD KOTA SETAR,KEA2182,SMK SIMPANG KUALA,JALAN ALOR MENGKUDU,5400,ALOR SETAR,KEDAH,47344732,47354733
Menengah,PPD KOTA SETAR,KEA2183,SMK KUBANG ROTAN,KUBANG ROTAN,6250,ALOR SETAR,KEDAH,47324785,47344640
Menengah,PPD KOTA SETAR,KEA2185,SMK SERI PANTAI,KUALA KEDAH,6600,ALOR STAR,KEDAH,47627331,47621185
Menengah,PPD KOTA SETAR,KEA2186,SMK HUTAN KAMPONG,JALAN HUTAN KAMPONG,5350,ALOR STAR,KEDAH,47203381,47354317
Menengah,PPD KOTA SETAR,KEA2187,SMK SERI AMPANG,JALAN KUALA KEDAH,6600,ALOR SETAR,KEDAH,47773322,47773321
Menengah,PPD KOTA SETAR,KEA2188,SMK ALOR MERAH,Alor Merah,5250,Alor Setar,KEDAH,47309101,47309103
Menengah,PPD KUALA MUDA/YAN,KEA3046,SMK KHIR JOHARI,JALAN PENGKALAN,8000,SUNGAI PETANI,KEDAH,44212648,44258206
Menengah,PPD KUALA MUDA/YAN,KEA3105,SMK TUNKU ISMAIL,SUNGAI PETANI,8000,SUNGAI PETANI,KEDAH,44225508,44223699
Menengah,PPD KUALA MUDA/YAN,KEA3106,SMK SUNGAI PASIR,"JALAN BATU LINTANG,SUNGAI PASIR",8000,SUNGAI PETANI,KEDAH,44311764,44311764
Menengah,PPD KUALA MUDA/YAN,KEA3107,SMK KOTA KUALA MUDA,"JALAN PANTAI MERDEKA,",8500,KOTA KUALA MUDA,KEDAH,44374224,44374336
Menengah,PPD KUALA MUDA/YAN,KEA3108,SMK BUKIT SELAMBAU,BUKIT SELAMBAU,8010,SUNGAI PETANI,KEDAH,44193023,44191995
Menengah,PPD KUALA MUDA/YAN,KEA3109,SMK BANDAR SUNGAI PETANI,JALAN PAHLAWAN,8000,SUNGAI PETANI,KEDAH,44216257,44230840
Menengah,PPD KUALA MUDA/YAN,KEA3110,SMK SERI BADONG,"O8400 MERBOK, KEDAH.",8400,MERBOK,KEDAH,44575386,44575386
Menengah,PPD KUALA MUDA/YAN,KEA3111,SMK AMAN JAYA,SUNGAI LALANG,8000,SUNGAI PETANI,KEDAH,44581996,44584708
Menengah,PPD KUALA MUDA/YAN,KEA3112,"SMK BATU 5, JALAN JENIANG",JALAN JENIANG,8300,GURUN,KEDAH,44680018,44680549
Menengah,PPD KUALA MUDA/YAN,KEA3113,SMK SUNGAI LAYAR,SUNGAI PETANI,8000,SUNGAI PETANI,KEDAH,44239581,44233841
Menengah,PPD KUALA MUDA/YAN,KEA3114,SMK TAMAN RIA JAYA,TAMAN RIA JAYA,8000,SUNGAI PETANI,KEDAH,44427268,44412726
Menengah,PPD KUALA MUDA/YAN,KEA3115,SMK PENGKALAN LEBAI MAN,TAMAN BERANGAN,8000,SUNGAI PETANI,KEDAH,44239828,44229950
Menengah,PPD KUALA MUDA/YAN,KEA3116,SMK PINANG TUNGGAL,PINANG TUNGGAL,8000,SUNGAI PETANI,KEDAH,44314684,44319753
Menengah,PPD KUALA MUDA/YAN,KEA3117,SMK BAKAR ARANG,BAKAR ARANG,8000,SUNGAI PETANI,KEDAH,44230448,44248172
Menengah,PPD KUALA MUDA/YAN,KEA3118,SMK TELUK BAYU,Sungai Petani,8000,Sungai Petani,KEDAH,04-4311992,04-4311993
Menengah,PPD KUALA MUDA/YAN,KEA3119,SMK SUNGAI PASIR KECIL,"KM6, JALAN KUALA KETIL",8000,SUNGAI PETANI,KEDAH,44430104,44430106
Menengah,PPD KUALA MUDA/YAN,KEA3120,SEKOLAH MENENGAH KEBANGSAAN TAMAN RIA," JALAN AYAM DIDIK 1,PAYA NAHU, TAMAN RIA JAYA",8000,Sungai Petani,KEDAH,44410127,44410478
Menengah,PPD KUALA MUDA/YAN,KEA3121,SEKOLAH MENENGAH KEBANGSAAN BANDAR PUTERI JAYA,BANDAR PUTERI JAYA,8000,SUNGAI PETANI,KEDAH,44430148,44431044
Menengah,PPD KUBANG PASU,KEA4035,SMK BANDAR BUKIT KAYU HITAM,BANDAR BUKIT KAYU HITAM,6050,BUKIT KAYU HITAM,KEDAH,49221008,49221008
Menengah,PPD KUBANG PASU,KEA4036,SM SULTAN ABDUL HALIM (SMBP),JALAN JITRA,6000,JITRA,KEDAH,47143209,47143215
Menengah,PPD KUBANG PASU,KEA4037,SMK SANGLANG,JALAN AYER HITAM,6150,AYER HITAM,KEDAH,47949475,47949475
Menengah,PPD KUBANG PASU,KEA4038,SMK TUNKU SERI INDERA PUTERA,JALAN SUNGAI KOROK,6150,AYER HITAM,KEDAH,47949431,47944430
Menengah,PPD KUBANG PASU,KEA4058,SMK CHANGLUN,"KM 11, LEBUHRAYA UTARA SELATAN",6010,CHANGLUN,KEDAH,49241293,49244915
Menengah,PPD KUBANG PASU,KEA4059,SMK PERMATANG BONGLAI,PIDA 3 TUNJANG,6000,JITRA,KEDAH,47949449,47942024
Menengah,PPD KUBANG PASU,KEA4060,SMK MEGAT DEWA,JALAN KODIANG,6100,KODIANG,KEDAH,49251948,49257563
Menengah,PPD KUBANG PASU,KEA4061,SMK TUNKU ANUM TUNKU ABDUL RAHMAN,"TOK JALAI,",6000,JITRA,KEDAH,47144960,47145312
Menengah,PPD KUBANG PASU,KEA4062,SMK HOSBA,LEBUHRAYA UTARA SELATAN,6010,CHANGLUN,KEDAH,49310012,49310015
Menengah,PPD KUBANG PASU,KEA4063,SMK TANJUNG PAUH,JALAN JITRA,6000,JITRA,KEDAH,49177720,49170609
Menengah,PPD KUBANG PASU,KEA4065,SMK BANDAR BARU SINTOK,JALAN SINTOK,6010,SINTOK,KEDAH,49241028,49241028
Menengah,PPD KUBANG PASU,KEA4066,SMK BANDAR BARU DARULAMAN,BANDAR BARU DARUL AMAN,6000,JITRA,KEDAH,49189880,49189881
Menengah,PPD KUBANG PASU,KEA4067,SMK PAYA KEMUNTING,JALAN CHANGLUN,6000,JITRA,KEDAH,49174753,49178924
Menengah,PPD KUBANG PASU,KEA4068,SM SAINS KUBANG PASU,BATU 19 JALAN KODIANG,6000,JITRA,KEDAH,49257855,49257844
Menengah,PPD KUBANG PASU,KEA4069,SEKOLAH MENENGAH KEBANGSAAN DARUL AMAN HEIGHT 1,BANDAR DARULAMAN,6000,JITRA,KEDAH,49163897,49163897
Menengah,PPD KUBANG PASU,KEA4070,SMK JERLUN,"KM 16, Jalan Putra,",6150,Ayer Hitam,KEDAH,47940390,47940971
Menengah,PPD KULIM/BANDAR BARU,KEA5023,SMK SUNGAI KOB,PEKAN SUNGAI KOB,9700,KARANGAN,KEDAH,44023555,44023554
Menengah,PPD KULIM/BANDAR BARU,KEA5024,SMK KULIM,JALAN SULTAN BADLISHAH ,9000,KULIM,KEDAH,44892676,44893460
Menengah,PPD KULIM/BANDAR BARU,KEA5025,SMK DATO LELA PAHLAWAN,JALAN SIDAM KANAN,9400,PADANG SERAI,KEDAH,44857140,44857130
Menengah,PPD KULIM/BANDAR BARU,KEA5026,SMK KELADI,JALAN KELADI,9000,KULIM,KEDAH,44953497,44915639
Menengah,PPD KULIM/BANDAR BARU,KEA5067,SMK LABU BESAR,PEKAN LABU BESAR,9010,KULIM,KEDAH,44031693,44031693
Menengah,PPD KULIM/BANDAR BARU,KEA5068,SMK SUNGAI KARANGAN,BELAKANG BALAI POLIS SUNGAI KARANGAN,9410,PADANG SERAI.,KEDAH,44858590,44858590
Menengah,PPD KULIM/BANDAR BARU,KEA5069,SMK LUNAS,JLN PADANG SERAI,9600,LUNAS,KEDAH,44844567,44848773
Menengah,PPD KULIM/BANDAR BARU,KEA5070,SMK JUNJUNG,"JALAN JUNJONG,",9000,KULIM,KEDAH,44871659,44872163
Menengah,PPD KULIM/BANDAR BARU,KEA5071,SMK TAMAN SELASIH,TAMAN SELASIH,9000,KULIM,KEDAH,44950503,44950503
Menengah,PPD KULIM/BANDAR BARU,KEA5072,SMK TAMAN KENARI,TAMAN KENARI,9000,KULIM,KEDAH,44953393,44901621
Menengah,PPD KULIM/BANDAR BARU,KEA5073,SMK JALAN PAYA BESAR,JALAN PAYA BESAR,9600,LUNAS,KEDAH,44847434,44842404
Menengah,PPD KULIM/BANDAR BARU,KEA5074,SMK AIR MERAH,JALAN PERDAGANGAN,9000,KULIM,KEDAH,44957031,44916053
Menengah,PPD KULIM/BANDAR BARU,KEA5075,SMK TAMAN HITECH,"JALAN KTC 5, KULIM HI-TECH PARK",9000,KULIM,KEDAH,44037369,44031246
Menengah,PPD KULIM/BANDAR BARU,KEA5076,SMK TAMAN JELUTONG,TAMAN JELUTONG,9000,KULIM,KEDAH,44955839,44959794
Menengah,PPD KULIM/BANDAR BARU,KEA5077,SMK TAMAN MUTIARA,JALAN MUTIARA 6,9700,KARANGAN,KEDAH,44032270,44032271
Menengah,PPD KULIM/BANDAR BARU,KEA5078,SEKOLAH MENENGAH KEBANGSAAN TAMAN MAHSURI,TAMAN MAHSURI PADANG SERAI,9400,PADANG SERAI,KEDAH,44000024,44000026
Menengah,PPD LANGKAWI,KEA6014,SMK AYER HANGAT,MUKIM AYER HANGAT,7000,LANGKAWI,KEDAH,49561170,49561172
Menengah,PPD LANGKAWI,KEA6015,SMK TUNKU PUTRA,PADANG MATSIRAT,7100,LANGKAWI,KEDAH,49551384,49555643
Menengah,PPD LANGKAWI,KEA6016,SMK KEDAWANG,MKM KEDAWANG LANGKAWI,7000,LANGKAWI,KEDAH,49551145,49551145
Menengah,PPD LANGKAWI,KEA6017,"SMK LANGKAWI, P.TUBA",PULAU TUBA,7000,LANGKAWI,KEDAH,49672673,49672673
Menengah,PPD LANGKAWI,KEA6018,SMK KELIBANG,JALAN BATU ASAH,7000,LANGKAWI,KEDAH,49672540,49672685
Menengah,PPD PADANG TERAP,KEA7017,SMK PADANG TERAP,"KM11 JALAN PADANG SANAI,PADANG TERAP",6300,KUALA NERANG,KEDAH,47860131,47865716
Menengah,PPD PADANG TERAP,KEA7018,SMK LUBOK MERBAU,"FELDA LUBOK MERBAU,",6710,PENDANG,KEDAH,47520933,47522625
Menengah,PPD PADANG TERAP,KEA7019,SMK NAKA,PEKAN NAKA MUKIM TEKAI KANAN,6350,ALOR STAR,KEDAH,47851517,47851517
Menengah,PPD PADANG TERAP,KEA7020,SMK PEDU,"MUKIM PEDU, KUALA NERANG",6300,KUALA NERANG,KEDAH,47867688,47866501
Menengah,PPD PADANG TERAP,KEA7021,SMK KUALA NERANG,KUALA NERANG,6300,KUALA NERANG,KEDAH,47868970,47864348
Menengah,PPD BALING/SIK,KEA8019,SMK JENERI,JALAN KG BETONG MUKIM JENERI,8700,JENIANG,KEDAH,44625603,44625604
Menengah,PPD BALING/SIK,KEA8020,SMK SERI ENGGANG,"BATU LIMA, JALAN BATU LIMA SIK",8200,SIK,KEDAH,44625495,44623115
Menengah,PPD BALING/SIK,KEA8021,SMK GULAU,KAMPUNG GULAU,8210,SIK,KEDAH,47521637,47522280
Menengah,PPD BALING/SIK,KEA8022,SMK CHEPIR,KG. CHEPIR,8200,Sik,KEDAH,44721054,44622350
Menengah,PPD BALING/SIK,KEA8023,SMK BATU LAPAN,SMK BATU LAPAN,8200,SIK,KEDAH,44620024,44620025
Menengah,PPD KUALA MUDA/YAN,KEA9001,SMK SUNGAI LIMAU YAN,JALAN SUNGAI LIMAU DALAM,6910,YAN,KEDAH,47691759,47696587
Menengah,PPD KUALA MUDA/YAN,KEA9002,SMK BATU 17,"PADANG LUMAT,",8800,GUAR CHEMPEDAK,KEDAH,47695099,47695099
Menengah,PPD KUALA MUDA/YAN,KEA9003,SMK DULANG,JALAN DULANG,6900,YAN,KEDAH,44658924,6044658924
Menengah,PPD PENDANG,KEAA091,SMK TOKAI,"BATU 8, JALAN TOKAI, MK BUKIT RAYA",6660,ALOR STAR,KEDAH,47644657,47647981
Menengah,PPD PENDANG,KEAA092,SMK KUBOR PANJANG,KUBOR PANJANG,6760,ALOR SETAR,KEDAH,47846076,47847253
Menengah,PPD PENDANG,KEAA164,SMK AYER PUTEH DALAM,KM 6 JALAN BUKIT JENUN - PENDANG,6700,PENDANG,KEDAH,47596567,47596567
Menengah,PPD PENDANG,KEAA180,SMK TANAH MERAH,PENDANG,6700,PENDANG,KEDAH,47596505,47590245
Menengah,PPD PENDANG,KEAA181,SMK SYED IBRAHIM,PADANG PUSING,6700,PENDANG,KEDAH,47596273,47595422
Menengah,PPD PENDANG,KEAA182,SEK MODEL KHAS BUKIT JENUN,BUKIT JENUN,6720,PENDANG,KEDAH,47599460,47599107
Menengah,PPD PENDANG,KEAA183,SMK TUNKU TEMENGGUNG,JALAN BANGGOL PAUH,6700,PENDANG,KEDAH,47599269,47592231
Menengah,PPD PENDANG,KEAA184,SMK TOBIAR,"KM 26, JALAN KUBOR PANJANG, MUKIM TOBIAR",6700,PENDANG,KEDAH,47849439,47849439
Menengah,PPD KOTA SETAR,KEAB001,SMK JABI,JALAN LANGGAR,6400,POKOK SENA,KEDAH,47876755,47870855
Menengah,PPD KOTA SETAR,KEAB002,SM (SAINS) POKOK SENA,"KM25, JALAN KUALA NERANG",6400,POKOK SENA,KEDAH,47823733,47825272
Menengah,PPD KOTA SETAR,KEAB003,SMK BUKIT PAYONG,"BUKIT PAYONG, JALAN NAKA,",6400,POKOK SENA,KEDAH,47822105,47822179
Menengah,PPD KOTA SETAR,KEAB004,SMK POKOK SENA 2,Taman Bandar Baru,6400,Pokok Sena,KEDAH,47821395,47821396
Menengah,PPD BALING/SIK,KEB0037,SMK TUNKU PUTERA,JALAN BALING,9100,BALING,KEDAH,44701270,44707160
Menengah,PPD KOTA SETAR,KEB2093,SMK DARULAMAN,"KOMPLEKS PENDIDIKAN, JALAN STADIUM",5100,ALOR SETAR,KEDAH,47309125,47300693
Menengah,PPD KOTA SETAR,KEB2094,SMK KEAT HWA 1 ,JALAN KUALA KEDAH,5400,ALOR SETAR,KEDAH,47722053,47717602
Menengah,PPD KOTA SETAR,KEB2095,SMK SULTANAH ASMA,JALAN LANGGAR,5460,ALOR SETAR,KEDAH,47322618,47328020
Menengah,PPD KOTA SETAR,KEB2096,KOLEJ SULTAN ABDUL HAMID,JALAN LANGGAR,5460,ALOR SETAR,KEDAH,47332300,47305300
Menengah,PPD KOTA SETAR,KEB2097,SMK ST MICHAEL,LORONG MERPATI,5200,ALOR SETAR,KEDAH,47322497,47311062
Menengah,PPD KOTA SETAR,KEB2098,SMK CONVENT (M),JALAN TANJUNG BENDAHARA,5300,ALOR SETAR,KEDAH,47312602,47320496
Menengah,PPD KOTA SETAR,KEB2099,SMK TUNKU ABDUL RAHMAN,"JALAN PUTRA,MERGONG",5150,ALOR SETAR,KEDAH,47204880,47204881
Menengah,PPD KOTA SETAR,KEB2162,SMK TUNKU SOFIAH,"BT 2, JLN LANGGAR",5460,ALOR SETAR,KEDAH,47333730,47346723
Menengah,PPD KUALA MUDA/YAN,KEB3047,SMK DATO BIJAYA SETIA,JALAN KUALA KETIL,8000,SUNGAI PETANI,KEDAH,44212308,44216527
Menengah,PPD KUALA MUDA/YAN,KEB3048,SMK CONVENT FATHER BARRE,"JALAN KOLAM AIR, SUNGAI PETANI.",8000,SUNGAI PETANI,KEDAH,44212396,44213703
Menengah,PPD KUALA MUDA/YAN,KEB3049,SMK IBRAHIM,JALAN KOLAM AYER,8000,SUNGAI PETANI,KEDAH,44212633,44227461
Menengah,PPD KUALA MUDA/YAN,KEB3050,SMK ST THERESA (M),JALAN KOLAM AIR,8000,SUNGAI PETANI,KEDAH,44212266,44255549
Menengah,PPD KUALA MUDA/YAN,KEB3051,SMK SIN MIN,JALAN PEGAWAI,8000,SUNGAI PETANI,KEDAH,44212623,44250805
Menengah,PPD KULIM/BANDAR BARU,KEB5025,SMK CHIO MIN,JALAN KELANG SAGO,9000,KULIM,KEDAH,44907552,44959144
Menengah,PPD KULIM/BANDAR BARU,KEB5026,SMK TUNKU PANGLIMA BESAR,JALAN SULTAN BADLISHAH,9000,KULIM,KEDAH,44891090,44893442
Menengah,PPD KULIM/BANDAR BARU,KEB5027,SMK SULTAN BADLISHAH,"JALAN SULTAN BADLISHAH,",9000,KULIM,KEDAH,44903709,44956982
Menengah,PPD KULIM/BANDAR BARU,KEB5028,SMK ST PATRICK (M),JALAN TUNKU PUTERA,9000,KULIM,KEDAH,44907503,4907503
Menengah,PPD KULIM/BANDAR BARU,KEB5029,SMK ST. ANNE'S CONVENT,JALAN BUKIT AWI,9000,KULIM,KEDAH,44904075,44904075
Menengah,PPD BALING/SIK,KEE0038,SMK KUALA KETIL,BATU PEKAKA,9300,KUALA KETIL,KEDAH,44434251,44430589
Menengah,PPD BALING/SIK,KEE0039,SMK KUALA PEGANG,KUALA PEGANG,9110,BALING,KEDAH,44726332,44765230
Menengah,PPD KULIM/BANDAR BARU,KEE1017,SMK SULTAN AHMAD TAJUDDIN,JALAN PERMATANG PASIR,34950,BANDAR BAHARU,KEDAH,57161055,57168976
Menengah,PPD KULIM/BANDAR BARU,KEE1018,SMK SERDANG,JALAN SELAMA,9800,SERDANG,KEDAH,44077223,44077223
Menengah,PPD KOTA SETAR,KEE2100,SMK TUNKU ABDUL MALIK,ALOR MERAH,5250,ALOR SETAR,KEDAH,47319358,47320443
Menengah,PPD KOTA SETAR,KEE2101,SMK  ALOR JANGGUS,ALOR JANGGUS,6250,ALOR STAR,KEDAH,47337413,47305645
Menengah,PPD KOTA SETAR,KEE2102,SMK MUADZAM SHAH,KOTA SARANG SEMUT.,6800,ALOR STAR,KEDAH,47481800,47481803
Menengah,PPD KOTA SETAR,KEE2104,SMK TUNKU ABD. AZIZ,SIMPANG EMPAT,6650,ALOR STAR,KEDAH,47641213,47644386
Menengah,PPD KOTA SETAR,KEE2107,SMK TUN SHARIFAH RODZIAH,"JALAN KUALA KEDAH,",5400,ALOR SETAR,KEDAH,47711102,47713749
Menengah,PPD KOTA SETAR,KEE2108,SMK TENGKU LAKSAMANA,"JALAN KUALA KEDAH,",6600,ALOR SETAR,KEDAH,47716482,47721482
Menengah,PPD KOTA SETAR,KEE2160,SMK SERI GUNONG,"KM 10, JALAN GUNUNG KERIANG",6570,ALOR SETAR,KEDAH,47209922,47209910
Menengah,PPD KUALA MUDA/YAN,KEE3052,SMK BEDONG,BEDONG,8100,BEDONG,KEDAH,6044581272,6044593617
Menengah,PPD KUALA MUDA/YAN,KEE3053,SMK CHE TOM 'SRT',JALAN BAKAR ARANG,8000,SUNGAI PETANI,KEDAH,44252182,44255070
Menengah,PPD KUALA MUDA/YAN,KEE3054,SMK GURUN,GURUN,8300,GURUN,KEDAH,44686240,44682141
Menengah,PPD KUALA MUDA/YAN,KEE3055,SMK MERBOK,MERBOK,8400,MERBOK,KEDAH,44572078,44572341
Menengah,PPD KUALA MUDA/YAN,KEE3056,SMK PEKULA JAYA,TIKAM BATU,8600,TIKAM BATU,KEDAH,44388945,44386343
Menengah,PPD KUALA MUDA/YAN,KEE3057,SMK TUNKU SULONG,JENIANG,8700,GURUN,KEDAH,44644236,44644236
Menengah,PPD KUALA MUDA/YAN,KEE3105,SM SAINS SULTAN MOHAMAD JIWA,JALAN BADLISHAH,8000,SUNGAI PETANI,KEDAH,44212797,44214877
Menengah,PPD KUBANG PASU,KEE4037,SMK JITRA,JALAN JITRA,6000,JITRA,KEDAH,49171260,49179660
Menengah,PPD KUBANG PASU,KEE4038,SMK SERI MAHAWANGSA,JALAN CHANGLUN,6000,JITRA,KEDAH,49171548,49162293
Menengah,PPD KUBANG PASU,KEE4039,SMK TUNKU BENDAHARA,"KM 5, JALAN CHANGLUN,",6100,KODIANG,KEDAH,49251344,49253842
Menengah,PPD KUBANG PASU,KEE4040,SMK PULAU NYIOR,JALAN KODIANG,6000,JITRA,KEDAH,49291288,49291457
Menengah,PPD KUBANG PASU,KEE4041,SMK AYER HITAM,SIMPANG EMPAT KERPAN,6150,AYER HITAM,KEDAH,47940226,47948785
Menengah,PPD KULIM/BANDAR BARU,KEE5030,SMK MAHANG,MAHANG,9500,KARANGAN,KEDAH,44041081,44041081
Menengah,PPD KULIM/BANDAR BARU,KEE5031,SMK PADANG SERAI,PADANG SERAI,9400,PADANG SERAI,KEDAH,44855250,44852196
Menengah,PPD LANGKAWI,KEE6016,SMK MAHSURI,JLN. AYER HANGAT MUKIM KUAH 07000 KUAH,7000,LANGKAWI,KEDAH,49666245,496660927
Menengah,PPD PADANG TERAP,KEE7017,SMK DATUK SYED AHMAD,KUALA NERANG,6300,KUALA NERANG,KEDAH,47866217,47869575
Menengah,PPD BALING/SIK,KEE8018,SMK SIK,JALAN TUNKU IBRAHIM,8200,SIK,KEDAH,44695278,44692982
Menengah,PPD KUALA MUDA/YAN,KEE9023,SMK GUAR CHEMPEDAK,"JALAN JENUN,",8800,GUAR CHEMPEDAK,KEDAH,44686055,44686055
Menengah,PPD KUALA MUDA/YAN,KEE9024,SMK YAN,"JALAN PEGAWAI,",6900,YAN,KEDAH,44651122,44651121
Menengah,PPD PENDANG,KEEA103,SMK PENDANG,"BATU 16 JALAN PENDANG,",6700,PENDANG,KEDAH,47596249,47590250
Menengah,PPD PENDANG,KEEA105,SMK SUNGAI TIANG,FELDA SUNGAI TIANG,6750,PENDANG,KEDAH,47541264,47541264
Menengah,PPD KOTA SETAR,KEEB001,SMK POKOK SENA,JALAN PANCHOR,6400,POKOK SENA,KEDAH,47821237,47821528
Menengah,PPD BALING/SIK,KFT0001,SM AGAMA IRSYADIAH,"KG. PONDOK AMPANG, JENERI",8320,SIK,KEDAH,44620726,44620726
Menengah,PPD KULIM/BANDAR BARU,KFT0010,SMA ISLAHIAH,KAMPUNG DINGIN MAHANG,9500,KARANGAN,KEDAH,44170054,44041986
Menengah,PPD BALING/SIK,KFT0011,MAKTAB MAHMUD BALING,BATU 48 JALAN WENG,9100,BALING,KEDAH,44701442,
Menengah,PPD KULIM/BANDAR BARU,KFT1001,MAKTAB MAHMUD BANDAR BAHARU,"BUKIT APENG, LUBUK BUNTAR",9800,SERDANG,KEDAH,44077159,44076350
Menengah,PPD KOTA SETAR,KFT2001,SM AGAMA DARRUSAADAH,"TITI BESI, KEPALA BATAS",6200,ALOR SETAR,KEDAH,6047143661,6047141064
Menengah,PPD KOTA SETAR,KFT2002,SMA MAKARIMUL AKHLAK,D/A SMK HUTAN KAMPUNG,5350,ALOR SETAR,KEDAH,47303757,47304613
Menengah,PPD KOTA SETAR,KFT2003,SEKOLAH MENENGAH AGAMA IHYA UL-ULUM AD-DINIAH,"KM.12, SIMPANG EMPAT",6650,ALOR SETAR,KEDAH,47641269,47641269
Menengah,PPD KOTA SETAR,KFT2004,MAKTAB MAHMUD POKOK SENA,"MAKTAB MAHMUD POKOK SENA,06500 LANGGAR,KEDAH DARUL AMAN",6500,LANGGAR,KEDAH,47870624,47876934
Menengah,PPD KUALA MUDA/YAN,KFT3001,SM AGAMA NAHDZAH,"BATU 12, BUKIT BESAR, KOTA SARANG SEMUT",6800,YAN,KEDAH,47691055,47692341
Menengah,PPD KUALA MUDA/YAN,KFT3002,SMA SUNGAI PETANI,BEDONG,8100,BEDONG,KEDAH,44582094,44501122
Menengah,PPD KUALA MUDA/YAN,KFT3003,SMA PEKAN GURUN,JALANRAYA GURUN,8300,GURUN,KEDAH,44686941,44682967
Menengah,PPD KUALA MUDA/YAN,KFT3004,SEKOLAH MENENGAH AKADEMI ISLAM HAJI ABDULLAH SUBOH,"KAMPUNG SINTOK, BUGIS",8500,KOTA KUALA MUDA,KEDAH,44376308,44376308
Menengah,PPD KUALA MUDA/YAN,KFT3005,MAKTAB MAHMUD KUALA MUDA,BUKIT MERIAM ,8500,KOTA KUALA MUDA,KEDAH,44374324,
Menengah,PPD KUALA MUDA/YAN,KFT3006,MAKTAB MAHMUD MERBOK,JALAN BATU HAMPAR,8100,BEDONG,KEDAH,44571061,
Menengah,PPD KUBANG PASU,KFT4001,SM AGAMA HIDAYAH ISLAMIAH,"BT. 10, ALOR BIAK,",6150,AIR HITAM,KEDAH,47945961,47942743
Menengah,PPD KUBANG PASU,KFT4002,SMA NURUL ISLAM AYER HITAM,"PEKAN AIR HITAM,",6150,ALOR STAR,KEDAH,47940686,47943568
Menengah,PPD KULIM/BANDAR BARU,KFT5001,MAKTAB MAHMUD KULIM,KULIM,9400,PADANG SERAI,KEDAH,44000104,44000105
Menengah,PPD LANGKAWI,KFT6001,MAKTAB MAHMUD LANGKAWI,ULU MELAKA,7000,LANGKAWI,KEDAH,49555301,49551263
Menengah,PPD PADANG TERAP,KFT7001,SMA DARIL IKTISAM,"BATU 28 1/4, JALAN PADANG SANAI, KUALA NERANG",6300,KUALA NERANG,KEDAH,47864875,47864157
Menengah,PPD PENDANG,KFT7002,SMA MA'AHAD TAHFIZ AL-ABIDIN,KAMPUNG CERUK MANGGIS POKOK TAI,6720,PENDANG,KEDAH,124188447,44619696
Menengah,PPD PADANG TERAP,KFT7003,SEKOLAH MENENGAH AGAMA AL-ISLAHIAH  AL-ISLAMIAH,FELDA LUBOK MERBAU,6710,PENDANG,KEDAH,47520054,
Menengah,PPD PADANG TERAP,KFT7004,MAKTAB MAHMUD PADANG TERAP,"km42, jalan padang sanai,06300 kuala nerang",6300,KUALA NERANG,KEDAH,47860900,47864774
